timestamp,activity_score,temperature,oxygen,ph,turbidity,feed_amount
2024-01-01 08:00:00,0.936445209382902,20.91027131535701,5.802937610264974,7.769905262313344,4.561173205672817,1.4650107894780533
2024-01-01 08:01:00,0.8821915606260777,20.91027131535701,5.802937610264974,7.769905262313344,4.561173205672817,1.4650107894780533
2024-01-01 08:02:00,1.0,20.91027131535701,5.802937610264974,7.769905262313344,4.561173205672817,1.4650107894780533
2024-01-01 08:03:00,1.0,20.91027131535701,5.802937610264974,7.769905262313344,4.561173205672817,1.4650107894780533
2024-01-01 08:04:00,1.0,20.91027131535701,5.802937610264974,7.769905262313344,4.561173205672817,1.4650107894780533
2024-01-01 08:05:00,1.0,20.91027131535701,5.802937610264974,7.769905262313344,4.561173205672817,1.4650107894780533
2024-01-01 08:06:00,0.8265826625346884,20.91027131535701,5.802937610264974,7.769905262313344,4.561173205672817,1.4650107894780533
2024-01-01 08:07:00,0.8421404107713798,20.91027131535701,5.802937610264974,7.769905262313344,4.561173205672817,1.4650107894780533
2024-01-01 08:08:00,1.0,20.91027131535701,5.802937610264974,7.769905262313344,4.561173205672817,1.4650107894780533
2024-01-01 08:09:00,0.8291254999165265,20.91027131535701,5.802937610264974,7.769905262313344,4.561173205672817,1.4650107894780533
2024-01-01 08:10:00,0.9416520018261229,20.91027131535701,5.802937610264974,7.769905262313344,4.561173205672817,1.4650107894780533
2024-01-01 08:11:00,0.8769310944522573,20.91027131535701,5.802937610264974,7.769905262313344,4.561173205672817,1.4650107894780533
2024-01-01 08:12:00,1.0,20.91027131535701,5.802937610264974,7.769905262313344,4.561173205672817,1.4650107894780533
2024-01-01 08:13:00,1.0,20.91027131535701,5.802937610264974,7.769905262313344,4.561173205672817,1.4650107894780533
2024-01-01 08:14:00,1.0,20.91027131535701,5.802937610264974,7.769905262313344,4.561173205672817,1.4650107894780533
2024-01-01 08:15:00,0.8488941026987147,20.91027131535701,5.802937610264974,7.769905262313344,4.561173205672817,1.4650107894780533
2024-01-01 08:16:00,0.9831358837816884,20.91027131535701,5.802937610264974,7.769905262313344,4.561173205672817,1.4650107894780533
